Channel1,Channel2,Auto Threshold B,Pearson's Coefficient,Thresholded M1,Thresholded M2,Prot1,Prot2,Sample,Rep,Area A,Area B
C2-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.914,0.824,0.723,CLCN3,TMEM9,well3,1,201.887,171.738
C2-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.769,0.132,0.009,CLCN3,TMEM9,well3,1,158.332,1.766
C2-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C3-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.924,0.075,0.001,CLCN3,TMEM9,well3,1,210.587,0.697
C2-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.915,0.905,0.812,CLCN3,TMEM9,well3,1,174.146,146.92
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.974,0.843,0.965,TMEM9,CLCN3,well2,3,136.037,112.017
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.961,0.866,0.952,TMEM9,CLCN3,well2,3,230.951,202.204
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.944,0.837,0.94,TMEM9,CLCN3,well2,3,177.695,145.619
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.974,0.884,0.817,TMEM9,CLCN3,well2,3,88.172,97.978
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.85,0.633,0.663,TMEM9,CLCN3,well2,3,59.813,60.925
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.956,0.454,0.999,TMEM9,CLCN3,well2,3,468.945,163.288
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.841,0.872,0.856,TMEM9,CLCN3,well2,3,59.213,58.897
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.909,0.629,0.981,TMEM9,CLCN3,well2,3,139.184,74.068
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.979,0.828,0.977,TMEM9,CLCN3,well2,3,112.431,86.731
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.943,0.844,0.949,TMEM9,CLCN3,well2,3,66.987,55.964
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.957,0.598,0.979,TMEM9,CLCN3,well2,3,249.719,132.365
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.882,0.765,0.841,TMEM9,CLCN3,well2,3,121.156,103.758
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.92,0.742,0.876,TMEM9,CLCN3,well2,3,211.237,175.105
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.436,0.036,0.709,TMEM9,EEA1,well2,3,136.037,5.514
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.517,0.057,0.918,TMEM9,EEA1,well2,3,230.951,12.409
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.599,0.027,0.975,TMEM9,EEA1,well2,3,177.695,4.141
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.436,0.043,0.945,TMEM9,EEA1,well2,3,88.172,3.498
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.43,0.108,0.827,TMEM9,EEA1,well2,3,59.813,7.385
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.265,0.02,0.613,TMEM9,EEA1,well2,3,468.945,9.848
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.412,0.012,0.175,TMEM9,LAMP1,well2,3,59.213,4.149
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.379,0.003,0.131,TMEM9,LAMP1,well2,3,139.184,3.143
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.633,0.003,0.426,TMEM9,LAMP1,well2,3,112.431,0.824
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.354,0.027,0.08,TMEM9,LAMP1,well2,3,66.987,20.715
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.559,0.275,0.327,TMEM9,LAMP1,well2,3,249.719,209.505
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.623,0.019,0.343,TMEM9,LAMP1,well2,3,121.156,6.464
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.368,0.001,0.017,TMEM9,LAMP1,well2,3,211.237,17.234
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.458,0.043,0.706,CLCN3,EEA1,well2,3,112.017,5.514
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.571,0.071,0.938,CLCN3,EEA1,well2,3,202.204,12.409
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.605,0.032,0.979,CLCN3,EEA1,well2,3,145.619,4.141
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.471,0.041,0.956,CLCN3,EEA1,well2,3,97.978,3.498
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.456,0.088,0.564,CLCN3,EEA1,well2,3,60.925,7.385
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.297,0.044,0.599,CLCN3,EEA1,well2,3,163.288,9.848
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.433,0.013,0.18,CLCN3,LAMP1,well2,3,58.897,4.149
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.386,0.004,0.08,CLCN3,LAMP1,well2,3,74.068,3.143
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.654,0.003,0.441,CLCN3,LAMP1,well2,3,86.731,0.824
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.343,0.031,0.078,CLCN3,LAMP1,well2,3,55.964,20.715
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.568,0.342,0.229,CLCN3,LAMP1,well2,3,132.365,209.505
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.648,0.025,0.375,CLCN3,LAMP1,well2,3,103.758,6.464
C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.32,4.21E-04,0.004,CLCN3,LAMP1,well2,3,175.105,17.234
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.974,0.965,0.843,CLCN3,TMEM9,well2,3,136.037,112.017
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.961,0.952,0.866,CLCN3,TMEM9,well2,3,230.951,202.204
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.944,0.94,0.837,CLCN3,TMEM9,well2,3,177.695,145.619
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.974,0.817,0.884,CLCN3,TMEM9,well2,3,88.172,97.978
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.85,0.663,0.633,CLCN3,TMEM9,well2,3,59.813,60.925
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.956,0.999,0.454,CLCN3,TMEM9,well2,3,468.945,163.288
C2-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well2-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.841,0.856,0.872,CLCN3,TMEM9,well2,3,59.213,58.897
